DlrCd,Start,End,Interval
AK003,201509,201809,nonCCE
AL001,201509,201809,nonCCE
AL008,201509,201809,nonCCE
AL014,201509,201809,nonCCE
AL015,201509,201809,nonCCE
AL020,201509,201809,nonCCE
AL021,201509,201809,nonCCE
AL025,201509,201809,nonCCE
AL030,201509,201809,nonCCE
AL031,201509,201809,nonCCE
AL032,201509,201809,nonCCE
AL033,201509,201809,nonCCE
AR014,201509,201809,nonCCE
AR031,201509,201809,nonCCE
AR037,201509,201809,nonCCE
AR038,201509,201809,nonCCE
AV401,201509,201809,nonCCE
AV402,201509,201809,nonCCE
AV403,201509,201809,nonCCE
AZ003,201509,201809,nonCCE
AZ018,201509,201809,nonCCE
AZ020,201509,201809,nonCCE
AZ022,201509,201809,nonCCE
AZ031,201509,201809,nonCCE
AZ034,201509,201809,nonCCE
AZ036,201509,201809,nonCCE
AZ044,201509,201809,nonCCE
CA020,201509,201809,nonCCE
CA033,201509,201809,nonCCE
CA102,201509,201809,nonCCE
CA106,201509,201809,nonCCE
CA121,201509,201809,nonCCE
CA129,201509,201809,nonCCE
CA134,201509,201809,nonCCE
CA173,201509,201809,nonCCE
CA248,201509,201809,nonCCE
CA253,201509,201809,nonCCE
CA274,201509,201809,nonCCE
CA275,201509,201809,nonCCE
CA290,201509,201809,nonCCE
CA300,201509,201809,nonCCE
CA301,201509,201809,nonCCE
CA307,201509,201809,nonCCE
CA308,201509,201809,nonCCE
CA311,201509,201809,nonCCE
CA328,201509,201809,nonCCE
CA331,201509,201809,nonCCE
CA332,201509,201809,nonCCE
CA340,201509,201809,nonCCE
CA341,201509,201809,nonCCE
CA343,201509,201809,nonCCE
CA344,201509,201809,nonCCE
CA345,201509,201809,nonCCE
CA349,201509,201809,nonCCE
CA362,201509,201809,nonCCE
CA364,201509,201809,nonCCE
CA370,201509,201809,nonCCE
CA371,201509,201809,nonCCE
CA372,201509,201809,nonCCE
CA373,201509,201809,nonCCE
CA374,201509,201809,nonCCE
CA380,201509,201809,nonCCE
CA499,201509,201809,nonCCE
CE555,201509,201809,nonCCE
CF001,201509,201809,nonCCE
CF002,201509,201809,nonCCE
CF003,201509,201809,nonCCE
CF004,201509,201809,nonCCE
CF005,201509,201809,nonCCE
CF006,201509,201809,nonCCE
CF007,201509,201809,nonCCE
CF008,201509,201809,nonCCE
CF010,201509,201809,nonCCE
CF012,201509,201809,nonCCE
CF013,201509,201809,nonCCE
CO012,201509,201809,nonCCE
CO027,201509,201809,nonCCE
CO030,201509,201809,nonCCE
CO038,201509,201809,nonCCE
CO040,201509,201809,nonCCE
CO045,201509,201809,nonCCE
CO047,201509,201809,nonCCE
CO048,201509,201809,nonCCE
CO050,201509,201809,nonCCE
CO499,201509,201809,nonCCE
CT036,201509,201809,nonCCE
CT037,201509,201809,nonCCE
CT039,201509,201809,nonCCE
DE004,201509,201809,nonCCE
DE007,201509,201809,nonCCE
EA555,201509,201809,nonCCE
FL087,201509,201809,nonCCE
FL090,201509,201809,nonCCE
FL091,201509,201809,nonCCE
FL107,201509,201809,nonCCE
FL126,201509,201809,nonCCE
FL133,201509,201809,nonCCE
FL136,201509,201809,nonCCE
FL139,201509,201809,nonCCE
FL142,201509,201809,nonCCE
FL143,201509,201809,nonCCE
FL499,201509,201809,nonCCE
GA054,201509,201809,nonCCE
GA056,201509,201809,nonCCE
GA057,201509,201809,nonCCE
GA063,201509,201809,nonCCE
GA066,201509,201809,nonCCE
GA080,201509,201809,nonCCE
GA081,201509,201809,nonCCE
GA082,201509,201809,nonCCE
GA701,201509,201809,nonCCE
GA702,201509,201809,nonCCE
GA704,201509,201809,nonCCE
GA705,201509,201809,nonCCE
GA707,201509,201809,nonCCE
GA708,201509,201809,nonCCE
HI010,201509,201809,nonCCE
HI015,201509,201809,nonCCE
HI018,201509,201809,nonCCE
HI019,201509,201809,nonCCE
IA009,201509,201809,nonCCE
IA010,201509,201809,nonCCE
IA013,201509,201809,nonCCE
IA015,201509,201809,nonCCE
IA017,201509,201809,nonCCE
IA018,201509,201809,nonCCE
IA019,201509,201809,nonCCE
ID007,201509,201809,nonCCE
ID009,201509,201809,nonCCE
ID015,201509,201809,nonCCE
ID016,201509,201809,nonCCE
ID018,201509,201809,nonCCE
ID019,201509,201809,nonCCE
IL018,201509,201809,nonCCE
IL026,201509,201809,nonCCE
IL028,201509,201809,nonCCE
IL030,201509,201809,nonCCE
IL036,201509,201809,nonCCE
IL050,201509,201809,nonCCE
IL051,201509,201809,nonCCE
IL054,201509,201809,nonCCE
IL059,201509,201809,nonCCE
IL060,201509,201809,nonCCE
IL062,201509,201809,nonCCE
IL066,201509,201809,nonCCE
IL070,201509,201809,nonCCE
IL071,201509,201809,nonCCE
IL072,201509,201809,nonCCE
IL076,201509,201809,nonCCE
IL079,201509,201809,nonCCE
IL080,201509,201809,nonCCE
IL083,201509,201809,nonCCE
IL085,201509,201809,nonCCE
IL088,201509,201809,nonCCE
IN007,201509,201809,nonCCE
IN018,201509,201809,nonCCE
IN021,201509,201809,nonCCE
IN028,201509,201809,nonCCE
IN032,201509,201809,nonCCE
IN035,201509,201809,nonCCE
IN036,201509,201809,nonCCE
IN037,201509,201809,nonCCE
IN038,201509,201809,nonCCE
IN041,201509,201809,nonCCE
IN042,201509,201809,nonCCE
IN044,201509,201809,nonCCE
IN045,201509,201809,nonCCE
IN047,201509,201809,nonCCE
IN050,201509,201809,nonCCE
KS009,201509,201809,nonCCE
KS010,201509,201809,nonCCE
KS011,201509,201809,nonCCE
KS014,201509,201809,nonCCE
KY009,201509,201809,nonCCE
KY012,201509,201809,nonCCE
KY013,201509,201809,nonCCE
KY016,201509,201809,nonCCE
KY017,201509,201809,nonCCE
KY020,201509,201809,nonCCE
KY021,201509,201809,nonCCE
KY028,201509,201809,nonCCE
LA007,201509,201809,nonCCE
LA024,201509,201809,nonCCE
LA028,201509,201809,nonCCE
LA029,201509,201809,nonCCE
LA030,201509,201809,nonCCE
LA031,201509,201809,nonCCE
LA034,201509,201809,nonCCE
LA036,201509,201809,nonCCE
MA057,201509,201809,nonCCE
MD010,201509,201809,nonCCE
MD022,201509,201809,nonCCE
ME002,201509,201809,nonCCE
ME004,201509,201809,nonCCE
ME007,201509,201809,nonCCE
ME009,201509,201809,nonCCE
MI007,201509,201809,nonCCE
MI023,201509,201809,nonCCE
MI027,201509,201809,nonCCE
MI028,201509,201809,nonCCE
MI033,201509,201809,nonCCE
MI039,201509,201809,nonCCE
MI040,201509,201809,nonCCE
MI042,201509,201809,nonCCE
MI053,201509,201809,nonCCE
MI057,201509,201809,nonCCE
MI058,201509,201809,nonCCE
MN005,201509,201809,nonCCE
MN014,201509,201809,nonCCE
MN017,201509,201809,nonCCE
MN020,201509,201809,nonCCE
MN024,201509,201809,nonCCE
MN499,201509,201809,nonCCE
MO006,201509,201809,nonCCE
MO011,201509,201809,nonCCE
MO029,201509,201809,nonCCE
MO030,201509,201809,nonCCE
MO036,201509,201809,nonCCE
MO040,201509,201809,nonCCE
MO042,201509,201809,nonCCE
MO043,201509,201809,nonCCE
MO044,201509,201809,nonCCE
MO047,201509,201809,nonCCE
MS024,201509,201809,nonCCE
MS025,201509,201809,nonCCE
MS026,201509,201809,nonCCE
MS029,201509,201809,nonCCE
MS030,201509,201809,nonCCE
MS032,201509,201809,nonCCE
MS036,201509,201809,nonCCE
MS040,201509,201809,nonCCE
MT007,201509,201809,nonCCE
MT010,201509,201809,nonCCE
MT012,201509,201809,nonCCE
MT013,201509,201809,nonCCE
NC018,201509,201809,nonCCE
NC021,201509,201809,nonCCE
NC027,201509,201809,nonCCE
NC040,201509,201809,nonCCE
NC046,201509,201809,nonCCE
NC053,201509,201809,nonCCE
NC057,201509,201809,nonCCE
NC061,201509,201809,nonCCE
NC062,201509,201809,nonCCE
ND002,201509,201809,nonCCE
ND006,201509,201809,nonCCE
ND010,201509,201809,nonCCE
ND011,201509,201809,nonCCE
NE005,201509,201809,nonCCE
NE008,201509,201809,nonCCE
NE009,201509,201809,nonCCE
NH011,201509,201809,nonCCE
NH013,201509,201809,nonCCE
NH015,201509,201809,nonCCE
NH017,201509,201809,nonCCE
NH555,201509,201809,nonCCE
NJ007,201509,201809,nonCCE
NJ011,201509,201809,nonCCE
NJ038,201509,201809,nonCCE
NJ040,201509,201809,nonCCE
NJ041,201509,201809,nonCCE
NJ048,201509,201809,nonCCE
NJ053,201509,201809,nonCCE
NJ058,201509,201809,nonCCE
NJ059,201509,201809,nonCCE
NJ499,201509,201809,nonCCE
NM002,201509,201809,nonCCE
NM006,201509,201809,nonCCE
NM014,201509,201809,nonCCE
NM020,201509,201809,nonCCE
NM022,201509,201809,nonCCE
NM023,201509,201809,nonCCE
NV014,201509,201809,nonCCE
NV701,201509,201809,nonCCE
NV702,201509,201809,nonCCE
NY005,201509,201809,nonCCE
NY050,201509,201809,nonCCE
NY076,201509,201809,nonCCE
NY077,201509,201809,nonCCE
NY102,201509,201809,nonCCE
NY106,201509,201809,nonCCE
NY108,201509,201809,nonCCE
NY109,201509,201809,nonCCE
NY114,201509,201809,nonCCE
NY115,201509,201809,nonCCE
NY117,201509,201809,nonCCE
NY120,201509,201809,nonCCE
NY122,201509,201809,nonCCE
NY123,201509,201809,nonCCE
NY131,201509,201809,nonCCE
OH001,201509,201809,nonCCE
OH011,201509,201809,nonCCE
OH018,201509,201809,nonCCE
OH022,201509,201809,nonCCE
OH024,201509,201809,nonCCE
OH037,201509,201809,nonCCE
OH038,201509,201809,nonCCE
OH041,201509,201809,nonCCE
OH042,201509,201809,nonCCE
OH046,201509,201809,nonCCE
OH048,201509,201809,nonCCE
OH051,201509,201809,nonCCE
OH053,201509,201809,nonCCE
OH060,201509,201809,nonCCE
OH062,201509,201809,nonCCE
OH063,201509,201809,nonCCE
OH066,201509,201809,nonCCE
OH071,201509,201809,nonCCE
OH072,201509,201809,nonCCE
OH073,201509,201809,nonCCE
OH074,201509,201809,nonCCE
OH075,201509,201809,nonCCE
OH076,201509,201809,nonCCE
OK018,201509,201809,nonCCE
OK025,201509,201809,nonCCE
OK026,201509,201809,nonCCE
OK027,201509,201809,nonCCE
OK030,201509,201809,nonCCE
OK031,201509,201809,nonCCE
OK032,201509,201809,nonCCE
OK499,201509,201809,nonCCE
OR030,201509,201809,nonCCE
OR033,201509,201809,nonCCE
PA012,201509,201809,nonCCE
PA019,201509,201809,nonCCE
PA021,201509,201809,nonCCE
PA027,201509,201809,nonCCE
PA048,201509,201809,nonCCE
PA055,201509,201809,nonCCE
PA058,201509,201809,nonCCE
PA060,201509,201809,nonCCE
PA062,201509,201809,nonCCE
PA063,201509,201809,nonCCE
PA066,201509,201809,nonCCE
PA067,201509,201809,nonCCE
PA068,201509,201809,nonCCE
PA069,201509,201809,nonCCE
PA072,201509,201809,nonCCE
PA073,201509,201809,nonCCE
PA075,201509,201809,nonCCE
PA077,201509,201809,nonCCE
PA081,201509,201809,nonCCE
PA082,201509,201809,nonCCE
PA085,201509,201809,nonCCE
PA086,201509,201809,nonCCE
PA087,201509,201809,nonCCE
RI012,201509,201809,nonCCE
SC018,201509,201809,nonCCE
SC027,201509,201809,nonCCE
SC039,201509,201809,nonCCE
SC555,201509,201809,nonCCE
SC701,201509,201809,nonCCE
SC777,201509,201809,nonCCE
SD001,201509,201809,nonCCE
SO555,201509,201809,nonCCE
TN013,201509,201809,nonCCE
TN024,201509,201809,nonCCE
TN029,201509,201809,nonCCE
TN030,201509,201809,nonCCE
TN031,201509,201809,nonCCE
TN033,201509,201809,nonCCE
TN034,201509,201809,nonCCE
TN048,201509,201809,nonCCE
TN049,201509,201809,nonCCE
TN051,201509,201809,nonCCE
TX063,201509,201809,nonCCE
TX077,201509,201809,nonCCE
TX081,201509,201809,nonCCE
TX082,201509,201809,nonCCE
TX086,201509,201809,nonCCE
TX087,201509,201809,nonCCE
TX090,201509,201809,nonCCE
TX095,201509,201809,nonCCE
TX098,201509,201809,nonCCE
TX103,201509,201809,nonCCE
TX105,201509,201809,nonCCE
TX112,201509,201809,nonCCE
TX116,201509,201809,nonCCE
TX117,201509,201809,nonCCE
TX125,201509,201809,nonCCE
TX141,201509,201809,nonCCE
TX148,201509,201809,nonCCE
TX150,201509,201809,nonCCE
TX152,201509,201809,nonCCE
TX153,201509,201809,nonCCE
TX154,201509,201809,nonCCE
TX155,201509,201809,nonCCE
TX160,201509,201809,nonCCE
TX161,201509,201809,nonCCE
TX162,201509,201809,nonCCE
TX167,201509,201809,nonCCE
TX170,201509,201809,nonCCE
TX175,201509,201809,nonCCE
TX177,201509,201809,nonCCE
TX178,201509,201809,nonCCE
TX180,201509,201809,nonCCE
TX184,201509,201809,nonCCE
TX185,201509,201809,nonCCE
TX186,201509,201809,nonCCE
TX187,201509,201809,nonCCE
UT011,201509,201809,nonCCE
UT014,201509,201809,nonCCE
VA003,201509,201809,nonCCE
VA012,201509,201809,nonCCE
VA014,201509,201809,nonCCE
VA023,201509,201809,nonCCE
VA029,201509,201809,nonCCE
VA030,201509,201809,nonCCE
VA031,201509,201809,nonCCE
VA045,201509,201809,nonCCE
VA048,201509,201809,nonCCE
VA050,201509,201809,nonCCE
VT001,201509,201809,nonCCE
VT006,201509,201809,nonCCE
WA019,201509,201809,nonCCE
WA025,201509,201809,nonCCE
WA033,201509,201809,nonCCE
WA034,201509,201809,nonCCE
WA035,201509,201809,nonCCE
WA045,201509,201809,nonCCE
WA046,201509,201809,nonCCE
WA048,201509,201809,nonCCE
WA051,201509,201809,nonCCE
WA052,201509,201809,nonCCE
WA055,201509,201809,nonCCE
WE555,201509,201809,nonCCE
WI010,201509,201809,nonCCE
WI016,201509,201809,nonCCE
WI025,201509,201809,nonCCE
WI026,201509,201809,nonCCE
WI029,201509,201809,nonCCE
WI031,201509,201809,nonCCE
WI035,201509,201809,nonCCE
WV002,201509,201809,nonCCE
WV005,201509,201809,nonCCE
WV006,201509,201809,nonCCE
WV008,201509,201809,nonCCE
WV014,201509,201809,nonCCE
WV018,201509,201809,nonCCE
WV020,201509,201809,nonCCE
WV021,201509,201809,nonCCE
WY003,201509,201809,nonCCE
WY700,201509,201809,nonCCE
GA706,201509,201809,nonCCE
WA056,201509,201809,nonCCE
LA701,201509,201809,nonCCE
MI701,201509,201809,nonCCE
VA701,201509,201809,nonCCE
MI702,201509,201809,nonCCE
LA702,201509,201809,nonCCE
NJ701,201509,201809,nonCCE
NY701,201509,201809,nonCCE
NJ702,201509,201809,nonCCE
MA701,201509,201809,nonCCE
AL701,201509,201809,nonCCE
AL702,201509,201809,nonCCE
AL703,201509,201809,nonCCE
IL702,201509,201809,nonCCE
LA703,201509,201809,nonCCE
NY702,201509,201809,nonCCE
LA704,201509,201809,nonCCE
IL701,201509,201809,nonCCE
VA702,201509,201809,nonCCE
LA705,201509,201809,nonCCE
LA706,201509,201809,nonCCE
AL704,201509,201809,nonCCE
NH701,201509,201809,nonCCE
LA707,201509,201809,nonCCE
NJ703,201509,201809,nonCCE
NJ704,201509,201809,nonCCE
MA702,201509,201809,nonCCE
NJ705,201509,201809,nonCCE
